reviewText,incentivized_999
"I have never given my dogs supplements until I read an article saying how good they were for my dogs.  I did further research and found that omega 3s were amazing for them.  I have always had mutts, and we feed them generic hard dry dogs foods. So when I add the Animal Prime soft gel capsules into their foods they look at me like, you want me to eat this? I have to cover it in peanut butter to get them to eat it, instead of around it. But I already see a difference in their coats.  They are super shiny and beautiful.  My older dog has sore joints after a run, and I find that since I started this pill regime he spring back faster, and ready to go for more.  I also noticed his dry skin as dissipated.  My only regret is that I did not give them these supplements sooner.
*Disclaimer* I received this product for free or deeply discounted for reviewing purposes. I am not affiliated with this company and make no promises of a good rating while reviewing the product. I test the product thoroughly and do my best to provide a review to other Amazon customers so they may make informed decisions. This discount did not affect my opinion or review in any way.*",1
"""Perfect"" is quite a strong word that I do not use lightly. It implies something that is created that needs no improvement. This pillow, indeed, is perfection.

Why? It's the exact size for people to use while traveling or camping. It's not too big to be cumbersome yet not too small to not provide full cushioning for your head while you sleep. The cover is a plush microsuede on one side and a cotton smooth sheet material on the other. The best of both worlds! The interior is filled with shredded pieces of memory foam. This serves a dual purpose -- to provide support for your neck and head while using it, and for easily compressing the the pillow into it's self-contained storage bag.

Tip: Since this pillow does contain memory foam, I recommend letting it decompress when you receive it and letting it air out by a window for a day or two because it does have the usual (and unavoidable) memory foam smell. Personally (and oddly, I admit) I like the smell of memory foam so I did not need the ""air out"" phase.

I like this pillow so much that I really wish it came in larger sizes to use at home on my bed! There are certainly other memory foam pillows similar to this, but they all use Bamboo Covers. Those are fine, but this cover is exactly what I dream about -- especially when I'm using it.

I purchased this product at a discount in exchange for a fair and honest review.",1
Size true to size in the USA!,0
Perfect. Allows you to see only the picture; you are not bothered by a heavy frame surrounding your loved one or your landscape shot.,0
I used this for my stereo grill I have it powering the stereo and its gorilla glued right behind the radio that part of the grill doesnt get hot and its been on for a full day with no problems,0
"I was revently watching the avengers and noticed that tony stark had an amazing glass in his hand as he was talking with loki toword the end of the movie. I instantly decided that I had to have an awesome glass as well. I found these online and decided to order them.

The box they came in was excellent and set the tone for what was inside. I opened the box and pulled one out and was thrilled. The glass was heavy in my hand and looked simply awesome. I poured some coke into it with some ice and sat there and admired how nice they looked. I have pulled them out and used them every chance I get for any kind of drink.

I am very pleased with these and would absolutely recommend them to anyone looking for a high quality pair of glasses with a distinctive characteristics that really stand out!

I was provided this product for a free or at a reduced price in exchange for an honest and unbiased review. I strive to provide feedback that I feel is correct in an effort to help make good buying decisions with your hard earned money. 27 years in retail have provided me with a unique perspective into the quality of products in many different price ranges and I enjoy testing and reviewing these items. I will not recommend a product with a 4 or 5 star unless I feel that I would buy it for its full regular cost.",1
"Somehow, every year, I end up breaking at least one pair of sunglasses. In very random ways too, it's like a curse! So I usually buy cheap glasses to replace them. $10 is the minimum I can ever find cheap sunglasses, and that is the price of these cat eye glasses, but they do not seem cheap at all. These sunglasses are super cute yet casual. The floral print on the sides is really cute and they are very comfortable. The price is great for these sunglasses.

I received a discount on these sunglasses in exchange for my honest review. I think they are cute, casual, and a great price!",1
Most pet seat covers are not quilted and are very slippery.  They don't offer much for your dog to grasp when you are driving and they end up sliding everywhere.  This pet seat cover is great. The quality is great. It is quilted which offers a nice little plush area for your dog to comfortably lay. It is soft and offers great gripping for your dog to stay comfortably and not slide everywhere.  This pet seat cover offers little grips behind the seat cover that keep it from sliding all over the back seat. Once you get it attached it stays put. My dogs are now more comfortable on our road trips. My back seat stays clean and dry. I received this item at a discount for my honest and unbiased opinion.,1
"This is a very nice monitor that has loads of features. I find it to have a beautiful picture, with easy setup, good screen controls, and useful screen dividing software.

I was pleased from the moment I took this out of the box. I hooked it up with HDMI rather than DVI, and the picture is excellent. I can't seem to find the specs on how fast it is, but I have observed no ghosting at all. Videos look great, and for web development it is really great. They are not kidding about the bezel either - it is the thinnest I've ever seen. The contrast ration is listed on the LG website as ""Mega"", whatever that means, but the monitor has very sharp character rendering, depending on the preset you select. I can tell this is an IPS monitor; I cannot find a viewing angle that does not work - it is great for working with another person beside me.

I've seen some folks comment on the new stand. It seems to be stable to me, and I like the look.

The monitor has great on screen settings, controlled by a small peg directly under the center. Pressing it brings up the on screen menu, and then you go though it and select the various options. I ended up using the ""Cinema"" preset, although there are a number of others, as well as custom settings where you define your own contrast and etc. One thing I do NOT like is the two reader modes, which are supposed to make it easier on the eyes. They are too dim and too brown.

In addition to the on screen controls, you can install a program that allows you to control other aspects. I installed it on Windows 10 (directly from the website, since my laptop has no internal CD), and it works really well for splitting the screen into sections. You make the selection and the screen instantly changes. They also include a Picture-In-Picture mode, where you drag a program into the ""PIP"" area. This would be useful to monitor a web input while making a YouTube video, for example. Supposedly the program will let you control aspects of the screen as well, but the version I got only has the split and some settings for text size, which I prefer to set via Windows menus.

The only thing to note with this monitor is the price. It is about two hundred more than similar 24 inch monitors that are not IPS. The screen is really good, and it performs exceptionally well. I would say that if you can afford it, this is a great monitor. It is better than the 24 inch LG non-IPS I also own.

Summary: A pricey monitor that provides great performance and picture. Highly recommended.",0
"I have tried several other LED camping lanterns and this one combines the best properties.  Some are too small, some are too big and heavy, this one is less than 7 inches high and big enough.
This lantern is the brightest I have tried at 450 lumens and you have several light options and can adjust the brightness !!!

You can load this lantern with 3 or 6 AA batteries.  With 3 you still get the same lighting options and brightness.  With 6 the light will last even longer.  Even with 3 and using the brightest setting it can last for 3.5 to 5 hours.  With 6 expect it to last 7 to 10 hours !!!

Some great features - it saves the last setting you had.  Turn it back on to the same brightness, same lighting options.

When setting the brightness, it will flash 3 times when you hit the max.

I love the battery indicator - lets you know when its time to replace.

The base includes the clasps to hang the lantern and fold away when not in use.

Lantern is water resistant, although I got caught in a rain storm and it got very wet with no issues.

This lantern is well designed.  Has a great feel to it, a rubber base and easy screw lid to replace batteries.
Small enough to carry in a backpack, keep in a glovebox or in a drawer in your house.

I will use as an emergency light in the house in addition to taking on a camping or hiking trip.

With the LED's rated at 50,000 hours - I will have this lantern for a very long time.

Customer support is a phone call away if the instruction manual is not enough.  The warranty is for 12 months, but there is a card in the box to extend it for 6 months.  This is another quality product from Taotronics.

I purchased at a discount in exchange for an honest and thorough review.  I always give an honest review regardless of my own purchase or not.
I hope this provides some helpful information and would appreciate the click on Yes !!!",1
"This was pretty boots great and high quality made.the fluffy make more make pretty attached looking for the boots.
I'm wearing size 6 and this well perfectly fit for me.
Pass shipping well discribe and came damaged free.
Got this for free  for exchange my honest review.",1
"I ordered these rechargeable batteries after I realized my Panasonic phones could hardly hold a charge.  After 7 years (a good amount of time!), I used these batteries to replace the old ones and voila!!  ...practically a new phone again!  For the price, these are WONDERFUL batteries!!

Don't forget - replace your rechargeable batteries from time to time.  They don't hold up forever!",0
"I admit, I look at the bad reviews before I get something if there are any, and I was a tad worried about this. I didn't find any of them to be a problem, though. (I wanted this to take tent camping, since my wife is always complaining about the heat trapped in there.)

Pros:

-Pretty portable. Doesn't weigh much, and in size is about 6.5""Hx4.5""Wx2.5""D.

-Rechargeable and replaceable 18650 battery. 18650s have a pretty big power output when compared to AA or AAA and such- which means that one 18650 can run this thing longer than about three AAs. (My understanding of the why this is, since the mAh of one AA and one 18650 doesn't seem to be that much different: nominal voltage. That means that basically, the 18650 puts out more current for longer- 3.7 is the nominal voltage. An alkaline AA is only 1.5V.) I can also keep some spare 18650s on hand and switch them out during a camping trip- and recharge when I get home. Cheaper in the long run.

-It kind of puts out an alarming amount of wind on ""Powerful Wind Mode"". It's a nice soothing breeze on Sleep Mode, and enough to really break your heat on Natural Wind Mode. Also, the highest mode is the only one I feel is a little noisy- but that isn't even that loud.

-It seems to have a pretty good battery life. I charged the battery and I've been running it here and there for about five days- mostly on the lower wind settings. (The weather hasn't cooperated enough to really need it that much.) It's still going with probably about four or five hours of use on the lower speeds.

So far, I don't have any complaints about it. It's compact, portable, rechargeable, and quite frankly puts out a good bit more wind than I was expecting. (Just really, take the plastic wrapping off of the battery before you plug it in. And if you can't tell positive from negative on the 18650- hint: the postive end is the one with the flat button and the negative end is smooth, just like nearly any other battery- refer to the Internet for photo help. It's pretty easy to figure out with a simple search.)

I received this product in exchange for an honest review. In no way does this consideration color the content of my review; since I receive the products before I create the review, I have no reason to lie. I rate the product based both on its own merits and performance- not an expectation that I will rate it highly because I received a discount. If something changes during my further use of the product, I will return and edit this review as necessary- up OR down. If you ever have a question about a product I have reviewed, leave a comment and Ill try to respond as quickly as possible. Thanks, and enjoy my reviews!",1
Awesome. honestly love these socks.  They are snug and comfy.  I wish I got the short ones as well.  My feet are not sweaty.  The compression is snug but not too tight.  Great for cycling.  I haven't ran with them but i assume they would feel well running s well.  I received a discount for my honest review.,1
"Looks like a clone of a Parker pen by Hero. It's a great pen when it writes. It's not hard to get the ink flowing though. A little agitation with some LIGHT shaking of the pen and the ink flows good as new. The nib is very fine and the slightly indented grip section is nice when you're writing. Just a note though, it's super thin. I have small hands and this was a little thin for me. Solid metal construction. The hooded nib is a nice touch.

Disclaimer: I received this product at a discounted rate in exchange for my honest and unbiased review.",1
"Just received my order. This is supposed to be a new item, but the box was open and everything inside was dirty, very obviously used. The filter even had mold or mildew on it. No instructions enclosed. Very disappointed. Returning.",0
Very nice arm sleeves. They fit my arms just perfectly. They are very soft. I'm not so sure what exactly they are supposed to do or if they are supposed to make your arm feel any better. The design on them is very cool. I received this at a discount rate for an honest review.,1
"For a sub fifteen bucks price this is a good external enclosure to buy. It's not made of aluminum but plastic. The blue side looks like metal and has a smooth finish to simulate metal. The opposite side is all black and has more of the regular plastic look and feel. The provided USB 3.0 cable is about 1m (3ft) and is fairly thick. There is a blue power light that blinks a pink/red when there is disk activity. Installing the drive is a breeze once you get the case cover off (on the black side of the enclosure). Be careful as there are three tabs that you could accidentally break off when trying to remove the cover. Mine came with an extra foam piece that you could apply to the inside of the black case cover. There's already one there but it's thinner than the extra one. I'm not sure if it's an extra one to add if needed, or it's a replacement. The instruction book doesn't indicate there should be an extra foam piece. Overall, I would recommend it if you're not looking to spend a lot of money and need a 2.5"" SATA enclosure for short term use.
Pros:
1) Tool free.
2) USB 3.0 drive.
3) SATA 6G.
4) Love the black color.
Cons:
1) Not Aluminum but plastic.
I received this item at a discount for my unbiased and honest demo/test and product review. I only purchase products I need and will use.
Thank you for taking the time to read my review. I really appreciate it.",1
"I like the gloves, see the pictures, these are nicely made and good quality comes with a carrying bag. I got these mainly for weightlifting and must say the design on palm works great as anti-slip or improve the grip and also I believe does improve the friction

Doesn't feel uncomfortable or much problem with sweating in your palm

Only thing I would have liked more and would have given it 5 stars is if these would have some wrist grip, these gloves does not go till your wristbut thats does not overweight all the Pro's.

Note- I received this item at free or discount in exchange for my honest review. I was not financially compensated by the seller in any way for this review nor do I have a relationship with the seller. All of my reviews are completely honest based on my personal testing. My experience with this item is entirely my own and was not influenced by the discount I received in any way.",1
"<div id=""video-block-R1ODAZXN5JCVXI"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1%2BTi%2BDrVrS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/61RdphDt-US.png"" class=""video-slate-img-url"">&nbsp;Once again, I am attempting to transition into video reviews, because I tend to watch a ton of video reviews on Amazon as weel.  The case is pretty much self-explanatory.  I love having the combo of a wallet and a case all in one for times when I would like to go out with out a purse or a wristlet.  My phone is gold, so it is only natural that I have a gold case as well.  This seemed to be of good quality and had very little, damage.  Disclaimer: I did receive this product either at a discount or for free from the seller in exchange for my honest and unbiased review.  Please feel free to reach out to me with any additional questions that you might have about this product.",1
"This pillow is simply wonderful! It arrived in a very timely manner and was packaged nicely in a zipper sealed bag. First thing I noticed pulling it out of the bag was the softness to the outer material! The stitching is well done and the overall look and feel of the pillow is magnificent! After sleeping on it for a week, my neck has never felt better! I don't wake up all tired and cranky anymore as well, it really gives me a good deep sleep and no kinks in my neck either. I'm very happy with this pillow! My husband had had some issues with his neck as well, used it for a couple nights and was much better. Very good pillow here! I purchased this item at a discount in return for my honest unbiased review.",1
"This is a great container that you can use for just about anything. I used this to store some cereal I have, but this would be great for any type of powder. The container comes with a spoon that attaches right to the lid.  The containers is extremely easy to open. There is a very easy push button that snap the lid on and also you push the button to release. It is far superior than using a regular tupperware container. The seal on the container is very strong and you can even have liquid in there without worrying about it spilling. I love the easy pop lid. It is great for my daughter so she can get her cereal without having to worry about waiting for me to do it for her. I received this product for free in exchange for my honest and unbiased review.",1
"These sunglasses are so cute on! They are not polarized just dark, but my toddler loves them! And they seem like they work and don't make his eyes hurt like some glasses do without much protection. I would recommend!
I received these glasses at a discount for an honest review and this is it!",1
"very practical, does the job, as advertised! would recommend to others
 I received this at a discount for a honest review.",1
"I have friends over very often, and a lot of times during our gatherings, I will put out crackers and cheese as appetizers before we eat. This is primarily because I'm just starting out, and I can't afford anything too expensive to serve my guests. When I came across the LANSH Bamboo Lazy Susan 12-Inch Rotating Serving Tray, it seemed to be a wonderful way for me to serve my guests. After a bit of research about the item, I decided to order it.

This Lazy Susan has a natural earthy look to it. The item is made from bamboo, which is the fastest growing plant in the world. Because of bamboo's fast growth rate, it is much more eco friendly to use products made from it than using wood, for instance. Bamboo is natural and durable and great for anyone interested in environmentally sensible alternatives to traditional materials.

The item is quite attractive, and several of my friends have commented on how nice it looked on my table. This Lazy Susan does require hand washing, but since the surface is smooth, it is very easy to clean. I love that I can simply place items on the Lazy Susan, and guests are able to spin it to reach for the item that they want. It's very convenient, and it rotates smoothly. I am very pleased with this Lazy Susan!

I must disclose that this product was received at a discounted cost for my honest and unbiased review. My opinion was not altered due to the product being discounted. If I do not believe in a product, I will not give it a positive rating. Please leave a comment if you have any further questions. Thanks for taking the time to read my review!",1
Good product,0
These were the perfect mother-of-the-bride-after-the-wedding shoe. Probably too sparkly for me to wear every day but they were perfect for the big day!,0
Great deal!,0
Both tore within 3 weeks,0
"I'm not sure why so many people seem to be having trouble with this mirror.

Maybe we have different definitions of fogless? I don't expect this mirror to stay without fog the entire time I am in the shower. When I grab the mirror and hit it with water before I shave - it doesn't get fogged up when I am using it.  I was using hand mirrors in the shower previous to this. It would instantly get fogged back up if I wiped it or hit it with water. I would break a mirror at least once a year too.

Maybe some people have high expectations or I have low expectations?

I received this fogless shaving mirror  for free to evaluate and review in an honest and unbiased manner.",1
"Sweet! This light arrived in perfect shape, well packed by Amazon and well packaged from the manufacturer. It's clean lines have a very small footprint on precious desk space. Although modern isn't my personal style choice, when it comes to desk space.. smaller is better. My desk too easily clutters and prior desk lighting was just too big and bulky. Now, to clean out my desk so i can move the old one out and the new one in place and set up. This will be PERFECT on the new desk space! i did receive this item at a discount in exchange for my honest and unbiased review.",1
"The NeWisdom Galaxy S7 Carbon Fiber case is very nicely made and well designed. I really like the thin profile and good protection this case provides. There is a good sized lip that protects the screen while face down and the back is thick enough to give the camera lens good scratch protection but still thin enough to still enjoy the thin design of the Galaxy S7 while in the hand and pocket.  This case provides enough protection to give me the confidence that my expensive phone will survive a drop from a significant height.

The materials used to make this case are very nice to touch. It's very obvious when when held that the back of the phone is not made of real carbon fiber but instead a carbon fiber pattern cloth like material. It's soft, grippy and comfortable. The carbon pattern wrap goes almost all the way around the sides and adds a little bit of stiffness to the sides of the case while on the phone. Since this is a single piece design case, the carbon fiber wrap does not separate from the TPU at all and is well attached with no seams or sharp edges. I would also like to add that there is absolutely no branding on the outside of the phone which adds to the clean and simple look of this case.

I would recommend this case to anyone who wants decent protection with a minimalistic phone case and loves the carbon fiber look.

I received this product for free or for a discount for my honest and unbiased review.",1
I am enjoying the glass screen protector. It hasn't scratched and it sticks firmly but can be removed easily.,0
"These Piper round toe high heels by Riverberry are a great shoe to add to your collection whether it be for wearing to work, or just a night out on the town they will fit all your needs.  I got these in the shiny red color and the are hot!  The shoes themselves appear very well made, and they even come with an extra set of the heel protectors for the bottom of the heel.  They are very shiny and nice, and I don't see any imperfections in the workmanship.  The heel measures as stated, and they are actually fairly comfortable for being as high a heel as they are.  My feet aren't used to such a high heel, so I can only wear them for a few hours, but I'm sure most people would be fine in them all day.  I did order my normal size and they fit me great.  They do tend to run a little wide which is perfect for me because I do have wide feet and I have a problem with most heels I buy being too narrow and causing my feel to be squished all day.  I did receive this item at a discount in exchange for my honest opinion.",1
SUPER comfy! Makes nice lines. Very flattering.,0
"I am always hesitant to purchase bathing suits online, but based on such positive reviews, I took the chance with this one. I also received this product at a discount in exchange for my unbiased review, so it was especially worth it. The design is super cute and the coloring is as it appears in the picture. However, under some lighting, the brown doesn't look very brown. It appears washed out or like a shade of dark gray. Either way, it is still a super cute and high quality bathing suit.

The padding is a bit heavy, so if you are any bigger than a C cup, I don't recommend this bathing suit. It really does provide lift and push up. The bathing suit fits me well. The bottoms are a bikini cut so they do show quite a bit, but for me, the bottoms and the top both fit well.

My only complaint with this bathing suit would be the brooch on the front. It looks great but it doesn't seem to be stitched onto the suit well. Other customers mentioned the brooch falling off and I can definitely see that happening. I haven't worn mine in the water yet, so I don't know how the quality is, but judging from how it looked when I took it out of the package, I will be reinforcing it with my own stitching before I wear it.

Overall, I am very happy I purchased this bathing suit! It's flattering, pretty, and well made. I am pleased with this purchase.",1
"Dust mites! Ick! I am a great believer in protecting all the mattresses in our house. The obvious reason with kids is accidental wettings which can ruin a mattress just like that BUT even as adults we are still sweating etc. and you do not want that going through to your mattress. That is gross! In comes this mattress cover that has a terry top but is waterproof underneath preventing any moisture or dust mites getting through. The sides are stretchy enabling you to easily get them over your mattress edges.

Sleep surface material - 100% cotton terry
Side material - 100% polyester knit
Lining - 100% polyurethane

IMPORTANT to note that this mattress cover does NOT cover the bottom of your mattress. No, the listing does not say that either but I know there are some folks who would prefer a cover that actually seals their mattress. This one does not do that nor for the price would you expect it to!

Practical, well fitting cover. Product provided in exchange for an honest review. Thanks, Liz",1
These work great Smooooth,0
"As soon as I receive these headphones I could tell by the packaging that these were going to be my new favorite thing. I've always been a sucker for smooth and Sleek packaging, and this one did not let me down. As a mother of two teenagers off and find myself searching for a pair of headphones to have not been commandeered yet, or are actually still working. So I took it upon myself to label these as my own. They are super easy to put on and very easy to pair with your phone. I have a Motorola Droid Maxx and it paid immediately with my phone and I was able to listen to all my music that I have stored on my phone. The sound quality of these headphones is excellent and has really good bass and volume control. I have smaller ears than normal and I find that I have a hard time finding headphones that fit comfortably, they are either way too big or way too small they fall off my head or they won't go all the way around. These however, fit perfectly, which is a wonderful thing for me. My husband has a Motorola phone as well, I'm not sure what type it is, however but he was able to pair with his as well. My daughter has an iPhone 5s and she was able to pair with her phone quickly and easily as well. Overall I think this was a great purchase and I'm very pleased with the product. It is very well made and stores away easily. I would recommend this to my friends and family.

Disclaimer

Received this item at a discounted rate in exchange for my honest and unbiased opinion.",1
FITS FINE,0
"Brilliance comes in many forms. This dual universal cable is saving summer. We love a good road trip, but not the sound of the kiddos devices blaring as they try to drown out the sound of the others'. So this cord works well for us to plug in up front (where we control it) and allows each child to plug in their headphones. So they can watch the same movie--or they can opt out without disturbing the other. I also enjoy late night's in bed with my husband listening to a podcast. Prior to this cord we were forced to each have one ear bud. Now we can both listen to the same podcast (in stereo (both ears)) and not disturb the kiddos. It's perfect. I received this free or virtually so for product testing and review. I am under no obligation to provide a positive review and receive no incentives or rewards for doing so. My aim is to highlight features and drawbacks that I would want to know about as a buyer, not hype the product for the manufacturer. My remarks are sincere and my own. I work very hard trying to write insightful and thoughtful reviews for each item. My hope is that these reviews are helpful to others. [...] While it is true that many items are received at discounted rates or complimentary, my reviews are completely honest and are my personal experiences with the product. Again, it is just my opinion, your own opinion might vary. I received no monetary compensation and not required to give a good review. This disclosure is in accordance with the Federal Trade Commission Guidelines on Testimony and Advertising",1
"It is somewhat hard to write a review for this product; they're SOCKS for crying out loud! How in-depth can one be? I will use all my brainpower to give you the most information about these stitched pieces of cotton that I possibly can. For one, they are thin. This can be a positive or a negative depending on who you are. I find that thinner socks can get holes fairly quickly when walking around the house. So far, this has held up for the past two weeks but I worry about how long they will last into the future. Second, they are very soft and the socks do not slide down the ankle. I have been wearing them to work for the past 2 weeks to test them out and have had no problems. I am a size 10 and they fit perfectly. I gave a pair to my friend to see how well they would fit him. He is a size 11 and he has given me no complaints. My only real gripe is that they only come in white. There's nothing less attractive to the opposite sex than when you cross your legs at the dinner table and reveal your sparkling white socks to the whole restaurant. But if you still wear white socks on dates, you have bigger problems. I have gotten off track haven't I? Oh right, the socks! Yes, they are a good product and I would recommend them as a good casual crew sock to go along with sneakers. They may not be the best for winter months or any kind of boots due to their thinness, but they hold up well and are comfy. What more could you ask for?
I received this product at a discount in exchange for my honest and unbiased review.",1
Great product. Easy to use. Goes well with wireless dog fence system. Received this product ata discount for my honest opinion,1
good product !,0
"Im really liking these Newland beach shorts. Ive been married for 25 years and my wife doesnt usually notice me or what Im wearing, but let me tell yah, she noticed me today when I put these awesome shorts on. She could barley take her eyes off me. I must say, I did look pretty good, with my tan and these bright shorts. But seriously they are my new favorite shorts. The fit was perfect, and they look even better on than they do in the picture. I don't know how many times Ive loved the way something looks in a picture or hanging on a hanger, but then when I try it on, it looks terrible. Well thats not the case with these. I so happy with this purchase , that Im going to look to see what else I can get in this brand. I did receive these at a discount price in exchange for my honest review. I honestly love them and highly recommend them to all!",1
"I was a tad disappointed with these hooks as they don't seem to stick well to many surfaces, even on surfaces such as glass which should be perfect for these, I have to wet the suction cups to get them to stick. However if you can get them to stick, once they're up they hold things well. I like that you get different colors to match different decor, I just wish the suction cups were better quality.
I received this product at a discount in exchange for my honest review.",1
Decent sound quality but there is almost no bass to speak of in this.,0
"This is a great waterproof pouch. I use it when I go fishing with my husband.  It has three zippers and then the top folds over and is secured by velcro for extra security.  It is big enough for my cellphone, wallet and other important items I need to keep dry and handy.  As long as the bag is kept in the shade, my phone did not get hot or sweat at all like it does with other plastic cases.  I highly recommend this product.  I received it at a discount in exchange for my honest review.",1
"This is heavy, but great demolisher.",0
"Makes keeping your mig can clean a snap. Get it hot and dip it right in, any weld splatter will wipe right off.",0
Very cheep looking.  I was very disappointed and i returned it back.,0
I was looking to extend my Wifi into our basement to use Apple TV.  Once I was able to figure out how to connect it-- it has been working great! Very excited!,0
"This was purchased for my wife. When we pulled it out of the bag, you could tell that the material while soft was not of great quality. Now I do not expect lingerie to last to long but this was only going to get a one time use. The ribbon in the front of the bodysuit does not lace up how it looks in the picture. The sides also bunched up weird but we believe it just might have been too small. Overall I was not impressed, I think from the product description and photos I expected more.

I did receive this product at a discounted rate for my honest opinion.",1
"I was lucky enough to be able to get this product for free for a review of my honest opinion! I absolutely love to give reviews because it truly can help some one decide on a product! By saying that I would love to tell you about this product!

  These chilling soapstones are ideal for the serious whiskey drinker  they don't dilute your drink while keeping it cold. Soapstone is soft and these have rounded corners, so will not scratch your glasses, and it gets super cold and stays cold at least as long as an ice cube. There are nine stones in the set  about  cubes  one or two will keep a finger or two of whiskey chilled perfectly. Rinse them off after use and put back in the freezer for the next time! They came in a sturdy attractive cardboard box with a magnetic catch, and include a velvet case for carrying  wonderful for gift-giving. Super nice!",1
Love them,0
The experience I have with this mug is disappointment. The mug doesn't hold any liquid in it because is broken. The mug arrived broken and cannot use it at all. Amazon wants me to post a different review but this is the one I have; Thats the experience I have with the mug... I received this product at a discounted price in exchange for my honest review.,1
"I got these sandals because I think they are unique. I have looked for similar sandal boots and couldn't find anything nearly as cute and innovative as these. And from the moment I received these I fell in love.
I think it's fair to say that these are sandal boots that are probably best for early autumn or late spring. In the summer, like right now, my feet will get very hot, despite the holes. But seriously, these are very cute!
I ordered half a size up from my normal size because my normal size would have taken three weeks longer to ship, so these are a little too big, if I wear them without socks. But, because they are not as soft as they look in the picture (the material is very strong and quite stiff) I would recommend wearing them with hidden socks. (The ones that just cover your toes and heels).
When I wear these, I get compliments every single time. Perhaps because you can't buy them in a store and perhaps because they go well with whatever your wear.
It takes a little while until these feel really comfortable, because as I mentioned, the material starts out rather stiff and doesn't wrap around the foot too easily at first. I sprayed them with what I call a ""fitting spray"" which is a spray that you usually spray in leather boots to make them a little more fitting. I also treated them with a water and stain repellant which keeps these bright colored for a long time.

After wearing these a few times they become a lot more comfortable, so don't give up on these too easily.

I love these sandal boots and am sarsfied with my purchase.
I received these at 50% off in exchange for my honest review, but I would have bought them at full price too. And I will get another pair in another color soon.",1
"Great light weight and durable pant. The material slides easily, if sitting on a material like vinyl ( on my riding mower on the side of a hill it is hard to stay in the seat). Has plenty of pockets and the color has not faded after many washings. I will buy again.",0
"I love these! They are made well. The wrist band would fit a small or large wrist.
I will definitely buy again. And they look awesome!!

I received this product at a discounted rate in exchange for product testing and a fair and unbiased review. I am under no obligation to provide a positive review and received no incentives or rewards for doing so. My goal is to highlight features and drawbacks that I would want to know about as a buyer, not hype the product for the manufacturer to increase sales. My remarks are sincere and true. I work very hard trying to write insightful and thoughtful reviews for each item. My goal is ensure that these reviews are helpful to others. My opinions are my own and I thoroughly believe in keeping the integrity of Amazon reviews legitimate to help the community make the best choices. It is just my own opinion and experience with the product, your own opinion and experience may vary. I received no monetary compensation and I am not required to give a good review. Just looking at my public profile and you will see I don't hand out many 5 star reviews. They need to be earned for me to recommend a product regardless of the price I paid.
Kindly click 'Yes' below if you found my review helpful.",1
"Really awesome backpack and the Customer Service is great! I was frustrated when I originally got this because it had a tear. They immediately sent me a new one.
The pack is great for traveling, folds up into its own case so I can easily put in a suit case. It's big enough to lug all my stuff.",0
"When we first got our growler we never even noticed that there wasn't a great handle to carry it when full. While we had been using the loop that attached the lid to the bottle it wasn't always the best way to carry it. This carry strap (it came in a 2 pack!) solves all of those issues. It is nice and thick, has a secure fit and carries full bottles easily. It was a little tricky getting it completely on the first time but I don't think it will come off easily as well. It also snaps open and shut easily via a buckle so you can easily open the lid to drink/pour.  This product was provided at a discounted price in exchange for my honest review.",1
"This is a very nice quality memory foam mattress topper. I chose the one that fits a twin bed for my son. It lies on the mattress perfectly and the  sheets fit snuggly over it--no forcing them on.  He seems to be extremely pleased with it. His mattress was a bit too firm and his topper has made a he difference in his sleep quality. I no longer hear him tossing and turning all night. Plus, his little feline body seems to like it, as well! Oh, yeah. It says ""made in America."" That's a rarity, lately.

*Honest review in exchange for free/discounted sample*",1
"These are nice.  I really like the argyle. After 3 or 4 washing's a little bit of pilling is showing.  The ones from the guys in Maine are a bit thicker (more wool?) (and more expensive), but they are plain.  All in all these fit well, look good and do the job.

Update:  After wearing these over the course of 5 months (2 or 3 times a month) the expreso socks are piling along  the diagonal lines. The other two pair (black and grey) get more wear and don't have this problem.",0
"I purchased this a little uneasy because of the low price tag. I wasn't sure how reliable it would be holding up our smart tv at that price when most wall mounts in a store run $100 or more. It is great! It holds the tv very well, and the tilt is adjustable. We even ordered a second for the living room!",0
"This is a spiral cutting machine DEMKO vegetables to make delicious dishes and fun looking with vegetables, also it comes with different ways of cutting and brush to clean the little machine. My kids love the way they turn out, they actually wanted to eat the carrots. I have not trried it with other this yet as I just got it. But I couldn't wait to try it out. I have received a good discount for review and give my honest opinion.",1
I love it. Good quality and nice and flowing. I bought a large even though I'm a medium. Found a new style of shirt that I like.,0
Very nice case. Practical and well made.,0
